Model Outputs,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,
,,S03:LAJC,,,S03:LHJC,,,S03:LKJC,,,S03:RAJC,,,S03:RHJC,,,S03:RKJC,,
1094,0,25.9579,1380.57,88.144,26.5078,1306.08,804.305,27.7851,1329.36,449.716,-123.815,1388.41,87.7647,-154.288,1298.71,804.864,-145.847,1348.22,457.453
1095,0,25.922,1380.4,88.1507,25.9375,1305.37,804.389,27.4725,1328.3,449.771,-123.827,1388.49,87.8209,-154.86,1298.01,804.821,-146.104,1347.17,457.359
1096,0,25.8751,1380.25,88.1641,25.3369,1304.63,804.475,27.1376,1327.19,449.835,-123.84,1388.57,87.8771,-155.461,1297.28,804.764,-146.373,1346.1,457.254
1097,0,25.8167,1380.12,88.183,24.706,1303.89,804.56,26.7811,1326.02,449.905,-123.856,1388.64,87.9331,-156.092,1296.53,804.691,-146.656,1345.01,457.137
1098,0,25.7462,1380.01,88.2055,24.0446,1303.13,804.644,26.4028,1324.76,449.977,-123.875,1388.71,87.9885,-156.753,1295.77,804.603,-146.957,1343.89,457.009
1099,0,25.663,1379.93,88.2293,23.353,1302.36,804.725,26.0003,1323.41,450.048,-123.899,1388.78,88.0431,-157.444,1294.99,804.5,-147.277,1342.75,456.868
1100,0,25.5668,1379.88,88.2516,22.6315,1301.59,804.801,25.5704,1321.95,450.111,-123.928,1388.84,88.0964,-158.164,1294.2,804.382,-147.619,1341.59,456.714
1101,0,25.4577,1379.87,88.2694,21.8805,1300.82,804.87,25.1078,1320.38,450.162,-123.963,1388.91,88.148,-158.913,1293.39,804.249,-147.986,1340.41,456.547
1102,0,25.3358,1379.91,88.2802,21.1008,1300.04,804.931,24.6055,1318.68,450.196,-124.006,1388.97,88.1974,-159.69,1292.57,804.101,-148.38,1339.21,456.367
1103,0,25.202,1379.99,88.2818,20.2935,1299.27,804.982,24.0543,1316.85,450.207,-124.057,1389.03,88.2442,-160.494,1291.74,803.938,-148.806,1337.99,456.173
1104,0,25.0574,1380.14,88.2733,19.4597,1298.49,805.02,23.4446,1314.87,450.189,-124.117,1389.09,88.2879,-161.324,1290.9,803.762,-149.264,1336.77,455.965
1105,0,24.9041,1380.34,88.2555,18.6009,1297.72,805.045,22.7662,1312.74,450.138,-124.187,1389.16,88.3281,-162.177,1290.04,803.572,-149.758,1335.54,455.744
1106,0,24.7446,1380.61,88.2319,17.719,1296.96,805.055,22.009,1310.46,450.049,-124.268,1389.22,88.3643,-163.053,1289.17,803.369,-150.289,1334.3,455.509
1107,0,24.5816,1380.94,88.2088,16.8159,1296.19,805.049,21.1641,1308.02,449.92,-124.36,1389.29,88.3961,-163.949,1288.29,803.154,-150.858,1333.07,455.26
1108,0,24.4179,1381.32,88.1967,15.8939,1295.43,805.026,20.224,1305.43,449.746,-124.464,1389.36,88.4231,-164.862,1287.39,802.928,-151.466,1331.85,454.999
1109,0,24.2562,1381.76,88.2102,14.9557,1294.67,804.985,19.185,1302.69,449.527,-124.578,1389.44,88.445,-165.791,1286.47,802.691,-152.111,1330.63,454.725
1110,0,24.0984,1382.25,88.2684,14.004,1293.91,804.927,18.0474,1299.8,449.262,-124.704,1389.52,88.4618,-166.733,1285.54,802.445,-152.791,1329.43,454.44
1111,0,23.9457,1382.79,88.3956,13.0418,1293.14,804.852,16.8167,1296.79,448.952,-124.84,1389.6,88.4733,-167.683,1284.58,802.191,-153.505,1328.25,454.145
1112,0,23.7976,1383.36,88.6202,12.0725,1292.37,804.761,15.5044,1293.66,448.598,-124.985,1389.69,88.4798,-168.64,1283.61,801.929,-154.249,1327.09,453.842
1113,0,23.6524,1383.96,88.9749,11.0995,1291.58,804.654,14.1295,1290.43,448.205,-125.137,1389.78,88.4815,-169.6,1282.6,801.661,-155.017,1325.94,453.53
1114,0,23.5069,1384.58,89.495,10.1264,1290.77,804.534,12.7185,1287.12,447.775,-125.296,1389.87,88.479,-170.559,1281.57,801.387,-155.805,1324.83,453.214
1115,0,23.3561,1385.2,90.2174,9.15692,1289.95,804.402,11.3054,1283.74,447.315,-125.458,1389.97,88.4728,-171.514,1280.5,801.108,-156.605,1323.73,452.894
1116,0,23.1941,1385.82,91.1779,8.19495,1289.09,804.261,9.9298,1280.29,446.83,-125.622,1390.06,88.4636,-172.46,1279.4,800.826,-157.412,1322.66,452.573
1117,0,23.0134,1386.4,92.4092,7.2443,1288.19,804.113,8.63566,1276.77,446.33,-125.785,1390.16,88.4525,-173.394,1278.25,800.541,-158.217,1321.61,452.253
1118,0,22.8057,1386.93,93.9379,6.30883,1287.25,803.961,7.46615,1273.17,445.823,-125.945,1390.24,88.4402,-174.313,1277.07,800.253,-159.013,1320.59,451.936
1119,0,22.5616,1387.36,95.7812,5.39238,1286.26,803.808,6.4595,1269.45,445.322,-126.1,1390.33,88.4276,-175.213,1275.83,799.963,-159.792,1319.58,451.626
1120,0,22.2711,1387.65,97.9449,4.49866,1285.21,803.656,5.64373,1265.58,444.84,-126.246,1390.4,88.4156,-176.09,1274.54,799.671,-160.548,1318.6,451.324
1121,0,21.9234,1387.75,100.421,3.63125,1284.09,803.509,5.03281,1261.52,444.394,-126.383,1390.47,88.4051,-176.94,1273.19,799.377,-161.272,1317.64,451.033
1122,0,21.5081,1387.6,103.185,2.79356,1282.89,803.369,4.62533,1257.23,444.001,-126.508,1390.52,88.3966,-177.762,1271.78,799.081,-161.96,1316.69,450.754
1123,0,21.015,1387.13,106.199,1.98869,1281.6,803.237,4.40493,1252.66,443.679,-126.619,1390.56,88.3908,-178.551,1270.31,798.781,-162.604,1315.76,450.489
1124,0,20.4361,1386.27,109.407,1.21965,1280.22,803.116,4.34517,1247.81,443.445,-126.716,1390.59,88.388,-179.305,1268.76,798.478,-163.202,1314.84,450.239
1125,0,19.766,1384.95,112.74,0.489119,1278.74,803.007,4.4141,1242.65,443.314,-126.798,1390.6,88.3888,-180.021,1267.14,798.168,-163.748,1313.93,450.005
1126,0,19.003,1383.1,116.118,-0.20065,1277.15,802.91,4.57888,1237.22,443.298,-126.863,1390.6,88.3932,-180.698,1265.44,797.852,-164.24,1313.02,449.787
1127,0,18.1497,1380.65,119.451,-0.847689,1275.44,802.826,4.81098,1231.52,443.403,-126.913,1390.59,88.4015,-181.333,1263.65,797.527,-164.676,1312.11,449.584
1128,0,17.2133,1377.52,122.646,-1.45023,1273.61,802.753,5.08804,1225.6,443.632,-126.947,1390.56,88.4138,-181.924,1261.78,797.191,-165.056,1311.18,449.394
1129,0,16.2055,1373.65,125.605,-2.00695,1271.65,802.69,5.39372,1219.5,443.981,-126.966,1390.52,88.4302,-182.472,1259.81,796.841,-165.378,1310.24,449.214
1130,0,15.1427,1368.97,128.237,-2.51674,1269.56,802.635,5.71854,1213.25,444.445,-126.969,1390.48,88.4508,-182.973,1257.75,796.474,-165.643,1309.27,449.042
1131,0,14.045,1363.43,130.455,-2.9788,1267.33,802.585,6.05862,1206.92,445.01,-126.959,1390.42,88.476,-183.428,1255.58,796.088,-165.851,1308.25,448.873
1132,0,12.9358,1356.99,132.185,-3.39264,1264.95,802.535,6.41194,1200.52,445.662,-126.934,1390.36,88.5056,-183.835,1253.31,795.679,-166.004,1307.19,448.702
1133,0,11.8414,1349.6,133.368,-3.75783,1262.43,802.483,6.77906,1194.11,446.383,-126.897,1390.29,88.5402,-184.195,1250.93,795.244,-166.103,1306.05,448.524
1134,0,10.7894,1341.24,133.962,-4.07416,1259.75,802.421,7.16016,1187.7,447.152,-126.848,1390.22,88.5798,-184.506,1248.44,794.781,-166.149,1304.83,448.332
1135,0,9.80859,1331.89,133.945,-4.34152,1256.93,802.346,7.55445,1181.33,447.95,-126.787,1390.15,88.6247,-184.769,1245.84,794.284,-166.143,1303.51,448.12
1136,0,8.92773,1321.57,133.316,-4.55978,1253.95,802.251,7.95873,1175.01,448.755,-126.714,1390.07,88.6751,-184.982,1243.11,793.752,-166.086,1302.07,447.88
1137,0,8.17424,1310.27,132.094,-4.7288,1250.81,802.13,8.3672,1168.75,449.548,-126.63,1389.99,88.731,-185.147,1240.26,793.18,-165.978,1300.5,447.605
1138,0,7.57406,1298.02,130.32,-4.84823,1247.51,801.977,8.77167,1162.56,450.31,-126.535,1389.9,88.7926,-185.261,1237.28,792.567,-165.822,1298.77,447.29
1139,0,7.15008,1284.85,128.05,-4.91764,1244.05,801.786,9.16043,1156.44,451.025,-126.43,1389.8,88.8598,-185.325,1234.17,791.909,-165.617,1296.89,446.926
1140,0,6.92198,1270.81,125.357,-4.93638,1240.43,801.551,9.52088,1150.37,451.681,-126.313,1389.69,88.9325,-185.338,1230.93,791.204,-165.364,1294.83,446.51
1141,0,6.90528,1255.94,122.325,-4.90337,1236.64,801.267,9.8383,1144.34,452.267,-126.184,1389.56,89.0107,-185.298,1227.54,790.451,-165.063,1292.58,446.035
1142,0,7.11119,1240.31,119.047,-4.81748,1232.69,800.929,10.0975,1138.32,452.777,-126.044,1389.42,89.0941,-185.204,1224.01,789.648,-164.717,1290.15,445.5
1143,0,7.54671,1223.96,115.619,-4.67689,1228.56,800.532,10.2849,1132.29,453.209,-125.892,1389.26,89.1829,-185.055,1220.33,788.793,-164.325,1287.53,444.9
1144,0,8.21412,1206.97,112.142,-4.47966,1224.27,800.073,10.3887,1126.21,453.565,-125.728,1389.08,89.2773,-184.849,1216.5,787.888,-163.89,1284.72,444.237
1145,0,9.1119,1189.4,108.71,-4.22318,1219.8,799.551,10.4027,1120.03,453.85,-125.552,1388.88,89.378,-184.583,1212.5,786.932,-163.412,1281.74,443.511
1146,0,10.2351,1171.33,105.416,-3.90482,1215.15,798.964,10.3263,1113.71,454.075,-125.365,1388.64,89.4863,-184.254,1208.34,785.927,-162.894,1278.58,442.725
1147,0,11.5758,1152.84,102.34,-3.52123,1210.32,798.311,10.1684,1107.2,454.252,-125.166,1388.38,89.6041,-183.859,1204.02,784.875,-162.338,1275.27,441.884
1148,0,13.1242,1134.01,99.5551,-3.06897,1205.3,797.595,9.94844,1100.45,454.395,-124.958,1388.09,89.7345,-183.395,1199.51,783.779,-161.747,1271.81,440.993
1149,0,14.8687,1114.94,97.1178,-2.54421,1200.1,796.818,9.69764,1093.42,454.519,-124.741,1387.78,89.8815,-182.858,1194.83,782.642,-161.123,1268.24,440.062
1150,0,16.7959,1095.74,95.0699,-1.94293,1194.7,795.984,9.45824,1086.07,454.639,-124.519,1387.44,90.0506,-182.245,1189.96,781.468,-160.469,1264.56,439.098
1151,0,18.8906,1076.52,93.4349,-1.26095,1189.1,795.099,9.28113,1078.39,454.763,-124.292,1387.08,90.2486,-181.55,1184.89,780.264,-159.787,1260.79,438.113
1152,0,21.1343,1057.42,92.2162,-0.494124,1183.3,794.168,9.21981,1070.4,454.894,-124.065,1386.69,90.4838,-180.77,1179.63,779.035,-159.079,1256.95,437.116
1153,0,23.5034,1038.59,91.3962,0.361725,1177.29,793.2,9.32206,1062.12,455.029,-123.841,1386.3,90.766,-179.901,1174.17,777.787,-158.347,1253.06,436.12
1154,0,25.9688,1020.17,90.937,1.31057,1171.07,792.204,9.62359,1053.59,455.155,-123.625,1385.89,91.1064,-178.938,1168.5,776.529,-157.592,1249.11,435.134
1155,0,28.4946,1002.33,90.7816,2.35608,1164.63,791.19,10.14,1044.89,455.255,-123.42,1385.47,91.5177,-177.878,1162.63,775.268,-156.814,1245.11,434.17
1156,0,31.0391,985.211,90.858,3.5016,1157.98,790.167,10.8673,1036.06,455.311,-123.232,1385.04,92.0137,-176.717,1156.54,774.012,-156.012,1241.07,433.237
1157,0,33.5564,968.96,91.0842,4.74988,1151.11,789.148,11.7821,1027.17,455.303,-123.064,1384.61,92.6095,-175.453,1150.24,772.771,-155.186,1236.96,432.345
1158,0,35.9996,953.701,91.3744,6.10319,1144.02,788.144,12.8484,1018.27,455.217,-122.921,1384.17,93.3211,-174.082,1143.72,771.554,-154.332,1232.77,431.5
1159,0,38.3239,939.541,91.6449,7.56284,1136.71,787.167,14.0246,1009.38,455.044,-122.807,1383.72,94.1655,-172.603,1136.99,770.37,-153.449,1228.48,430.708
1160,0,40.4897,926.566,91.8202,9.1295,1129.19,786.228,15.2694,1000.55,454.778,-122.722,1383.25,95.1607,-171.015,1130.05,769.228,-152.534,1224.04,429.972
1161,0,42.4652,914.839,91.838,10.8028,1121.45,785.339,16.5465,991.776,454.418,-122.669,1382.75,96.3258,-169.319,1122.9,768.139,-151.582,1219.41,429.294
1162,0,44.2282,904.403,91.6522,12.5814,1113.51,784.511,17.8271,983.094,453.966,-122.645,1382.19,97.681,-167.516,1115.54,767.111,-150.591,1214.54,428.672
1163,0,45.7672,895.276,91.2357,14.4629,1105.38,783.755,19.0917,974.525,453.426,-122.648,1381.55,99.2479,-165.607,1107.98,766.154,-149.557,1209.38,428.104
1164,0,47.0821,887.456,90.5811,16.4438,1097.05,783.08,20.3299,966.1,452.8,-122.669,1380.78,101.05,-163.597,1100.24,765.276,-148.479,1203.86,427.584
1165,0,48.1838,880.922,89.7007,18.5196,1088.56,782.493,21.5412,957.853,452.092,-122.7,1379.85,103.111,-161.49,1092.32,764.486,-147.353,1197.92,427.105
1166,0,49.0936,875.625,88.6241,20.6845,1079.9,782.004,22.7348,949.827,451.307,-122.728,1378.7,105.457,-159.292,1084.22,763.791,-146.18,1191.48,426.659
1167,0,49.8414,871.501,87.3963,22.9318,1071.09,781.617,23.9298,942.064,450.451,-122.737,1377.26,108.116,-157.01,1075.97,763.198,-144.959,1184.48,426.236
1168,0,50.464,868.461,86.0734,25.2536,1062.16,781.337,25.1548,934.603,449.533,-122.708,1375.46,111.116,-154.651,1067.58,762.714,-143.69,1176.86,425.826
1169,0,51.0007,866.396,84.7177,27.6414,1053.11,781.167,26.4455,927.474,448.567,-122.62,1373.22,114.485,-152.226,1059.06,762.344,-142.378,1168.56,425.421
1170,0,51.49,865.178,83.393,30.0855,1043.98,781.107,27.8406,920.69,447.574,-122.45,1370.46,118.248,-149.744,1050.43,762.092,-141.023,1159.52,425.011
1171,0,51.9646,864.667,82.159,32.5757,1034.78,781.159,29.3749,914.24,446.583,-122.174,1367.09,122.429,-147.217,1041.71,761.962,-139.631,1149.7,424.592
1172,0,52.4477,864.711,81.0661,35.1012,1025.53,781.319,31.0704,908.091,445.627,-121.766,1363.03,127.048,-144.656,1032.91,761.955,-138.205,1139.07,424.16
1173,0,52.95,865.161,80.1516,37.6506,1016.26,781.585,32.9288,902.19,444.742,-121.205,1358.2,132.117,-142.072,1024.06,762.074,-136.751,1127.61,423.715
1174,0,53.4701,865.875,79.4378,40.2125,1006.98,781.95,34.9269,896.478,443.964,-120.469,1352.52,137.64,-139.48,1015.17,762.319,-135.274,1115.31,423.263
1175,0,53.9967,866.728,78.9312,42.7753,997.718,782.41,37.019,890.898,443.317,-119.539,1345.93,143.609,-136.891,1006.25,762.688,-133.78,1102.18,422.813
1176,0,54.5124,867.618,78.6246,45.3272,988.497,782.956,39.144,885.406,442.818,-118.403,1338.4,150.006,-134.319,997.339,763.18,-132.275,1088.24,422.38
1177,0,54.9984,868.466,78.5,47.8569,979.334,783.579,41.2371,879.983,442.469,-117.051,1329.9,156.798,-131.774,988.438,763.79,-130.764,1073.53,421.983
1178,0,55.4375,869.217,78.5319,50.3534,970.25,784.271,43.2385,874.622,442.264,-115.481,1320.4,163.934,-129.271,979.567,764.515,-129.253,1058.1,421.646
1179,0,55.8168,869.839,78.6904,52.8062,961.26,785.02,45.1007,869.336,442.188,-113.697,1309.93,171.351,-126.819,970.74,765.35,-127.747,1042.01,421.396
1180,0,56.1283,870.313,78.9447,55.2053,952.38,785.816,46.7922,864.143,442.222,-111.708,1298.51,178.964,-124.429,961.97,766.287,-126.252,1025.35,421.262
1181,0,56.3688,870.634,79.2646,57.5417,943.623,786.647,48.2964,859.066,442.343,-109.53,1286.18,186.677,-122.112,953.269,767.32,-124.771,1008.21,421.275
1182,0,56.5386,870.806,79.6226,59.8072,935.001,787.503,49.61,854.122,442.53,-107.187,1272.99,194.375,-119.875,944.645,768.441,-123.309,990.671,421.465
1183,0,56.6418,870.84,79.9946,61.9943,926.522,788.371,50.7403,849.323,442.762,-104.706,1259.02,201.934,-117.726,936.106,769.64,-121.868,972.847,421.858
1184,0,56.6843,870.749,80.361,64.0969,918.193,789.24,51.7019,844.678,443.02,-102.119,1244.32,209.216,-115.67,927.657,770.907,-120.451,954.842,422.477
1185,0,56.6733,870.549,80.7065,66.1096,910.018,790.1,52.5142,840.184,443.288,-99.4625,1228.99,216.08,-113.714,919.302,772.232,-119.061,936.762,423.336
1186,0,56.6171,870.257,81.0201,68.0284,902.001,790.939,53.199,835.835,443.549,-96.7746,1213.08,222.382,-111.86,911.042,773.605,-117.698,918.709,424.446
1187,0,56.5239,869.891,81.2951,69.85,894.139,791.749,53.7792,831.621,443.79,-94.0941,1196.68,227.981,-110.11,902.875,775.013,-116.365,900.779,425.805
1188,0,56.4017,869.465,81.5285,71.5723,886.432,792.518,54.2763,827.523,444.003,-91.4588,1179.83,232.742,-108.465,894.801,776.444,-115.064,883.061,427.406
1189,0,56.2577,868.994,81.7203,73.1944,878.875,793.239,54.7106,823.523,444.176,-88.9045,1162.6,236.545,-106.926,886.813,777.887,-113.797,865.631,429.233
1190,0,56.0987,868.492,81.8729,74.716,871.461,793.903,55.1,819.599,444.304,-86.464,1145.01,239.286,-105.49,878.907,779.329,-112.569,848.555,431.262
1191,0,55.93,867.969,81.9905,76.1379,864.184,794.503,55.4596,815.729,444.381,-84.1659,1127.08,240.88,-104.155,871.075,780.757,-111.384,831.888,433.462
1192,0,55.7566,867.434,82.0786,77.4616,857.033,795.032,55.8022,811.892,444.403,-82.0348,1108.83,241.266,-102.918,863.308,782.158,-110.25,815.671,435.799
1193,0,55.582,866.895,82.143,78.6893,850,795.484,56.1376,808.066,444.366,-80.0905,1090.25,240.408,-101.775,855.597,783.519,-109.174,799.938,438.233
1194,0,55.4092,866.358,82.1902,79.8236,843.07,795.853,56.473,804.234,444.269,-78.3487,1071.29,238.293,-100.722,847.932,784.827,-108.164,784.711,440.721
1195,0,55.2401,865.829,82.2261,80.8679,836.234,796.135,56.8135,800.381,444.108,-76.821,1051.94,234.935,-99.7536,840.3,786.07,-107.227,770.006,443.22
1196,0,55.0761,865.312,82.2564,81.8256,829.476,796.324,57.1612,796.497,443.882,-75.5154,1032.12,230.372,-98.8647,832.691,787.236,-106.371,755.832,445.686
1197,0,54.9178,864.81,82.2861,82.7004,822.784,796.419,57.516,792.575,443.59,-74.4371,1011.79,224.664,-98.0505,825.092,788.312,-105.6,742.195,448.075
1198,0,54.7653,864.327,82.3195,83.4962,816.142,796.415,57.8755,788.613,443.231,-73.5889,990.869,217.897,-97.3056,817.492,789.287,-104.917,729.096,450.344
1199,0,54.6181,863.865,82.3601,84.2168,809.536,796.309,58.2351,784.61,442.803,-72.9718,969.292,210.176,-96.6254,809.878,790.151,-104.322,716.536,452.453
1200,0,54.4751,863.425,82.4105,84.8656,802.952,796.101,58.5884,780.569,442.307,-72.5853,946.988,201.628,-96.0054,802.239,790.894,-103.813,704.51,454.367
1201,0,54.3351,863.008,82.4725,85.4462,796.372,795.787,58.9281,776.494,441.741,-72.428,923.891,192.398,-95.4415,794.562,791.508,-103.385,693.014,456.05
1202,0,54.1963,862.612,82.5469,85.9614,789.784,795.367,59.2463,772.39,441.105,-72.4974,899.946,182.646,-94.9303,786.837,791.984,-103.03,682.042,457.476
1203,0,54.057,862.235,82.6341,86.4138,783.17,794.84,59.5355,768.26,440.4,-72.7901,875.109,172.549,-94.469,779.052,792.316,-102.739,671.581,458.62
1204,0,53.9151,861.876,82.7335,86.8055,776.516,794.206,59.7891,764.109,439.626,-73.3013,849.356,162.29,-94.0555,771.196,792.5,-102.502,661.617,459.463
1205,0,53.7685,861.53,82.8443,87.1379,769.806,793.467,60.0019,759.94,438.784,-74.0248,822.685,152.064,-93.6885,763.26,792.533,-102.309,652.128,459.993
1206,0,53.6151,861.192,82.9651,87.412,763.024,792.623,60.1707,755.755,437.877,-74.9523,795.119,142.062,-93.3673,755.233,792.412,-102.15,643.086,460.203
1207,0,53.4526,860.857,83.0945,87.6281,756.156,791.676,60.2939,751.555,436.906,-76.073,766.71,132.475,-93.0922,747.106,792.138,-102.016,634.455,460.093
1208,0,53.2786,860.52,83.2312,87.7857,749.186,790.629,60.372,747.34,435.875,-77.3733,737.543,123.483,-92.8641,738.87,791.714,-101.901,626.189,459.669
1209,0,53.0907,860.174,83.3742,87.8841,742.098,789.486,60.4071,743.11,434.787,-78.8366,707.737,115.249,-92.6846,730.516,791.142,-101.8,618.234,458.944
1210,0,52.8867,859.814,83.5235,87.9218,734.878,788.252,60.4026,738.862,433.647,-80.4437,677.445,107.913,-92.5562,722.037,790.429,-101.709,610.525,457.938
1211,0,52.6641,859.436,83.6798,87.8969,727.51,786.931,60.3629,734.593,432.461,-82.1725,646.859,101.586,-92.4817,713.423,789.583,-101.629,602.993,456.675
1212,0,52.4211,859.035,83.8456,87.8072,719.982,785.531,60.2931,730.297,431.234,-83.9983,616.203,96.3385,-92.4647,704.669,788.613,-101.562,595.559,455.188
1213,0,52.1559,858.609,84.0253,87.6498,712.277,784.057,60.1981,725.969,429.975,-85.8939,585.729,92.2028,-92.5091,695.766,787.53,-101.511,588.142,453.511
1214,0,51.8676,858.156,84.2252,87.4221,704.384,782.52,60.0836,721.599,428.689,-87.8298,555.716,89.1623,-92.6193,686.709,786.348,-101.481,580.657,451.685
1215,0,51.5564,857.676,84.4543,87.1208,696.289,780.928,59.9545,717.179,427.386,-89.7744,526.453,87.1527,-92.7996,677.491,785.081,-101.477,573.023,449.753
1216,0,51.2235,857.169,84.724,86.7428,687.981,779.29,59.8155,712.694,426.073,-91.6938,498.231,86.0634,-93.0546,668.107,783.744,-101.504,565.158,447.758
1217,0,50.8715,856.636,85.0487,86.2853,679.45,777.619,59.6712,708.133,424.758,-93.5528,471.331,85.7436,-93.3889,658.552,782.354,-101.567,556.99,445.747
1218,0,50.5049,856.077,85.4452,85.7452,670.685,775.925,59.5255,703.475,423.45,-95.3161,446.006,86.012,-93.8068,648.822,780.93,-101.669,548.454,443.763
1219,0,50.1297,855.493,85.9326,85.12,661.679,774.221,59.3819,698.7,422.156,-96.9499,422.475,86.6693,-94.3122,638.914,779.488,-101.811,539.497,441.848
1220,0,49.7536,854.881,86.5324,84.4075,652.427,772.52,59.2433,693.784,420.885,-98.424,400.909,87.5126,-94.9087,628.825,778.048,-101.995,530.079,440.04
1221,0,49.3861,854.234,87.2677,83.606,642.924,770.835,59.112,688.697,419.643,-99.7142,381.43,88.3493,-95.5992,618.555,776.629,-102.219,520.175,438.373
1222,0,49.0378,853.542,88.1628,82.7142,633.169,769.18,58.9898,683.404,418.44,-100.803,364.102,89.01,-96.3859,608.104,775.248,-102.48,509.774,436.872
1223,0,48.7208,852.788,89.2431,81.7318,623.161,767.569,58.8777,677.867,417.281,-101.684,348.935,89.3588,-97.2702,597.474,773.923,-102.776,498.883,435.558
1224,0,48.4478,851.945,90.5344,80.6588,612.904,766.014,58.7758,672.043,416.173,-102.358,335.889,89.3007,-98.2524,586.667,772.671,-103.101,487.525,434.443
1225,0,48.2317,850.981,92.0633,79.4964,602.403,764.531,58.6834,665.886,415.123,-102.835,324.869,88.7847,-99.332,575.689,771.509,-103.454,475.738,433.533
1226,0,48.0853,849.853,93.8564,78.2463,591.666,763.131,58.5991,659.347,414.136,-103.134,315.743,87.8042,-100.507,564.546,770.449,-103.831,463.573,432.825
1227,0,48.0204,848.508,95.9408,76.9115,580.704,761.828,58.5201,652.376,413.218,-103.28,308.337,86.3933,-101.776,553.248,769.505,-104.231,451.095,432.312
1228,0,48.0475,846.883,98.3444,75.4955,569.529,760.634,58.443,644.928,412.373,-103.303,302.451,84.6201,-103.134,541.804,768.689,-104.652,438.376,431.978
1229,0,48.1747,844.91,101.096,74.0031,558.159,759.56,58.3633,636.958,411.608,-103.233,297.867,82.577,-104.576,530.226,768.008,-105.095,425.499,431.805
1230,0,48.407,842.51,104.226,72.4398,546.61,758.615,58.2765,628.43,410.926,-103.1,294.359,80.3701,-106.096,518.529,767.47,-105.562,412.548,431.773
1231,0,48.7458,839.601,107.765,70.8122,534.905,757.809,58.1784,619.315,410.334,-102.932,291.706,78.1088,-107.687,506.728,767.08,-106.056,399.613,431.856
1232,0,49.1879,836.098,111.746,69.1278,523.064,757.151,58.067,609.595,409.836,-102.751,289.702,75.8957,-109.342,494.841,766.84,-106.578,386.78,432.033
1233,0,49.7252,831.916,116.203,67.3948,511.112,756.645,57.9441,599.264,409.437,-102.578,288.168,73.8202,-111.052,482.886,766.75,-107.133,374.136,432.278
1234,0,50.3445,826.971,121.169,65.6223,499.074,756.298,57.8183,588.326,409.142,-102.428,286.954,71.9536,-112.806,470.883,766.808,-107.721,361.762,432.571
1235,0,51.0272,821.183,126.672,63.8201,486.977,756.113,57.7072,576.794,408.952,-102.314,285.946,70.3472,-114.596,458.854,767.01,-108.345,349.731,432.89
1236,0,51.7503,814.477,132.736,61.9983,474.847,756.091,57.6392,564.684,408.867,-102.244,285.063,69.0321,-116.41,446.819,767.351,-109.005,338.112,433.219
1237,0,52.4863,806.784,139.37,60.1677,462.711,756.233,57.6536,552.004,408.881,-102.226,284.254,68.0209,-118.238,434.801,767.82,-109.699,326.961,433.543
1238,0,53.204,798.042,146.57,58.3391,450.595,756.537,57.7956,538.751,408.98,-102.263,283.493,67.3095,-120.069,422.821,768.41,-110.426,316.327,433.849
1239,0,53.8684,788.197,154.306,56.5236,438.524,757,58.108,524.901,409.146,-102.352,282.774,66.8802,-121.892,410.901,769.109,-111.181,306.247,434.128
1240,0,54.441,777.209,162.524,54.7323,426.523,757.618,58.6182,510.405,409.354,-102.492,282.101,66.7047,-123.697,399.061,769.903,-111.96,296.748,434.373
1241,0,54.8796,765.053,171.143,52.9757,414.613,758.384,59.3262,495.203,409.581,-102.676,281.486,66.7472,-125.472,387.323,770.78,-112.757,287.844,434.58
1242,0,55.1398,751.725,180.058,51.264,402.815,759.289,60.1982,479.236,409.808,-102.894,280.941,66.9675,-127.208,375.705,771.724,-113.565,279.541,434.745
1243,0,55.1776,737.249,189.139,49.607,391.146,760.325,61.1709,462.467,410.032,-103.136,280.477,67.3238,-128.896,364.223,772.721,-114.378,271.832,434.869
1244,0,54.9525,721.672,198.246,48.0136,379.622,761.48,62.1637,444.896,410.262,-103.389,280.099,67.7753,-130.527,352.893,773.755,-115.189,264.701,434.951
1245,0,54.4321,705.067,207.225,46.4917,368.255,762.742,63.0956,426.564,410.524,-103.641,279.806,68.2842,-132.093,341.729,774.81,-115.993,258.124,434.993
1246,0,53.5957,687.526,215.919,45.0485,357.053,764.098,63.8998,407.554,410.855,-103.879,279.589,68.8174,-133.588,330.741,775.872,-116.782,252.07,434.997
1247,0,52.4363,669.154,224.167,43.6899,346.025,765.533,64.5326,387.976,411.297,-104.093,279.438,69.3471,-135.004,319.938,776.925,-117.552,246.499,434.966
1248,0,50.9623,650.059,231.809,42.4208,335.171,767.03,64.9759,367.961,411.894,-104.272,279.334,69.8518,-136.338,309.327,777.956,-118.299,241.371,434.904
1249,0,49.1972,630.348,238.689,41.245,324.493,768.575,65.2358,347.648,412.683,-104.409,279.258,70.3161,-137.584,298.91,778.949,-119.018,236.639,434.811
1250,0,47.1789,610.12,244.658,40.165,313.989,770.149,65.3382,327.178,413.694,-104.499,279.19,70.7309,-138.74,288.69,779.892,-119.707,232.255,434.693
1251,0,44.9571,589.458,249.574,39.1826,303.651,771.734,65.3221,306.689,414.942,-104.538,279.111,71.0919,-139.803,278.665,780.773,-120.364,228.172,434.55
